20160629	201626	Wed	38652044
20160630	201626	Thu	39571475
20160701	201626	Fri	39837896
20160702	201626	Sat	41616649
20160703	201626	Sun	42536759
20160704	201627	Mon	39328603
20160705	201627	Tue	39091258
20160706	201627	Wed	39369080
20160708	201627	Fri	37891801
20160709	201627	Sat	39875582
20160710	201627	Sun	41122708
20160711	201628	Mon	38787850
20160712	201628	Tue	35659745
20160707	201627	Thu	39199774
20160713	201628	Wed	38482307
20160714	201628	Thu	38835777
20160715	201628	Fri	37299970
20160716	201628	Sat	38774758
20160717	201628	Sun	40177142
20160718	201629	Mon	38037427
20160719	201629	Tue	39299980
20160720	201629	Wed	38955876
20160721	201629	Thu	38168424
20160722	201629	Fri	37236140
20160723	201629	Sat	38731514
20160724	201629	Sun	40018663
20160725	201630	Mon	37113730
20160726	201630	Tue	36858141
20160727	201630	Wed	36911870
20160728	201630	Thu	36792848
20160729	201630	Fri	35781791
20160730	201630	Sat	38021680
20160731	201630	Sun	38703934
20160801	201631	Mon	36608941
20160802	201631	Tue	36494435
20160803	201631	Wed	37250101
20160804	201631	Thu	36711873
20160805	201631	Fri	35755782
20160806	201631	Sat	36623843
20160807	201631	Sun	37748252
20160808	201632	Mon	34781388
20160809	201632	Tue	33970084
20160810	201632	Wed	37384161
20160811	201632	Thu	35421053
20160812	201632	Fri	35769836
20160813	201632	Sat	38050612
20160814	201632	Sun	39516131
20160815	201633	Mon	31702051
20160816	201633	Tue	36640722
20160817	201633	Wed	36061787
20160818	201633	Thu	36117071
20160820	201633	Sat	36068584
20160821	201633	Sun	37284821
20160822	201634	Mon	33613522
20160819	201633	Fri	34706717
20160823	201634	Tue	36886302
20160824	201634	Wed	39963502
20160825	201634	Thu	39663585
20160826	201634	Fri	38430950
20160827	201634	Sat	39510026
20160828	201634	Sun	40350814
20160829	201635	Mon	37398611
20160830	201635	Tue	37511793
20160831	201635	Wed	37885357
20160901	201635	Thu	37669982
20160902	201635	Fri	36821142
20160904	201635	Sun	40250104
20160903	201635	Sat	38856198
20160905	201636	Mon	36595509
20160906	201636	Tue	37191276
20160907	201636	Wed	37543552
20160908	201636	Thu	36737029
20160909	201636	Fri	35863173
20160910	201636	Sat	37839020
20160911	201636	Sun	39585932
20160912	201637	Mon	35746771
20160913	201637	Tue	35351186
20160914	201637	Wed	35832222
20160915	201637	Thu	36047515
20160917	201637	Sat	38396400
20160916	201637	Fri	37350419
20160918	201637	Sun	37061872
20160919	201638	Mon	35680408
20160920	201638	Tue	35347086
20160921	201638	Wed	35359640
20160922	201638	Thu	34785777
20160923	201638	Fri	35061938
20160924	201638	Sat	37716261
20160925	201638	Sun	38506142
20160926	201639	Mon	35080055
20160927	201639	Tue	35661062
20160928	201639	Wed	35371307
20160929	201639	Thu	34962796
20160930	201639	Fri	34978650
20161001	201639	Sat	35509320
20161002	201639	Sun	34130629
20161003	201640	Mon	34171527
20161004	201640	Tue	34554582
20161005	201640	Wed	35195010
20161006	201640	Thu	36616571
20161007	201640	Fri	38940590
20161008	201640	Sat	36597162
20161009	201640	Sun	35906160
20161010	201641	Mon	34032444
20161011	201641	Tue	34218403
20161012	201641	Wed	35724325
20161013	201641	Thu	35060457
20161014	201641	Fri	35227795
20161015	201641	Sat	38056112
20161016	201641	Sun	38554499
20161017	201642	Mon	32667889
20161018	201642	Tue	36030509
20161019	201642	Wed	37345126
20161020	201642	Thu	35647524
20161021	201642	Fri	36257405
20161022	201642	Sat	37656653
20161023	201642	Sun	38064209
20161024	201643	Mon	34362782
20161025	201643	Tue	34369941
20161026	201643	Wed	35159195
20161027	201643	Thu	34947970
20161028	201643	Fri	34793542
20161029	201643	Sat	36152011
20161030	201643	Sun	36292291
20161031	201644	Mon	33565939
20161101	201644	Tue	32972325
20161102	201644	Wed	33264895
20161103	201644	Thu	32590857
20161104	201644	Fri	32818285
20161105	201644	Sat	35203101
20161106	201644	Sun	36699187
20161107	201645	Mon	34697935
20161108	201645	Tue	33770473
20161109	201645	Wed	32776884
20161110	201645	Thu	31816037
20161111	201645	Fri	30896775
20161112	201645	Sat	34985440
20161113	201645	Sun	36516923
20161114	201646	Mon	33584100
20161115	201646	Tue	33358429
20161116	201646	Wed	33625941
20161117	201646	Thu	33585540
20161118	201646	Fri	33503474
20161119	201646	Sat	35819400
20161120	201646	Sun	37054354
20161121	201647	Mon	33991472
20161122	201647	Tue	33688513
20161123	201647	Wed	32493468
20161124	201647	Thu	31301398
20161125	201647	Fri	32823953
20161126	201647	Sat	34967329
20161127	201647	Sun	34365913
20161128	201648	Mon	32265121
20161129	201648	Tue	33184493
20161130	201648	Wed	32692790
20161201	201648	Thu	33880322
20161203	201648	Sat	37668710
20161204	201648	Sun	38664368
20161202	201648	Fri	34721119
20161205	201649	Mon	36307100
20161206	201649	Tue	36643679
20161207	201649	Wed	37267392
20161208	201649	Thu	37197763
20161209	201649	Fri	36511791
20161210	201649	Sat	38840809
20161211	201649	Sun	39744855
20161212	201650	Mon	36501721
20161213	201650	Tue	38210685
20161214	201650	Wed	37239690
20161217	201650	Sat	37339206
20161218	201650	Sun	38513410
20161219	201651	Mon	36067563
20161220	201651	Tue	36908521
20161221	201651	Wed	37867065
20161222	201651	Thu	37030151
20161223	201651	Fri	36427711
20161224	201651	Sat	36744069
20161225	201651	Sun	38719760
20161226	201652	Mon	36530518
20161227	201652	Tue	35678545
20161228	201652	Wed	35196057
20161229	201652	Thu	35072931
20161230	201652	Fri	35214007
20161231	201652	Sat	34871021
20170101	201652	Sun	34520444
20170102	201701	Mon	37850761
20170103	201701	Tue	36322370
20170104	201701	Wed	36307679
20170105	201701	Thu	36417913
20170106	201701	Fri	36101735
20170107	201701	Sat	38428273
20170108	201701	Sun	38689241
20170109	201702	Mon	35226689
20170110	201702	Tue	36428253
20170111	201702	Wed	36560890
20170112	201702	Thu	35599457
20170113	201702	Fri	34710603
20170114	201702	Sat	36249772
20170115	201702	Sun	37277602
20170116	201703	Mon	34796561
20170117	201703	Tue	35509643
20170118	201703	Wed	35289591
20170119	201703	Thu	34741991
20170120	201703	Fri	33025453
20170121	201703	Sat	34010627
20170122	201703	Sun	33484128
20170123	201704	Mon	32309780
20170124	201704	Tue	32436744
20170125	201704	Wed	30958649
20170126	201704	Thu	28953071
20170127	201704	Fri	20885572
20170128	201704	Sat	25172394
20170129	201704	Sun	26457491
20170130	201705	Mon	27673861
20170131	201705	Tue	28431000
20170201	201705	Wed	30390104
20170202	201705	Thu	33710971
20170203	201705	Fri	36298532
20170204	201705	Sat	37273783
20170205	201705	Sun	38412551
20170206	201706	Mon	36947908
20170207	201706	Tue	37110284
20170208	201706	Wed	37529384
20170209	201706	Thu	35969415
20170210	201706	Fri	34768500
20170211	201706	Sat	33870672
20170212	201706	Sun	36310087
